"";"mc_experiments";"mc_stats";"mc_rpp";"mc_replication";"trust1";"trust2";"trust3";"trust4";"trust5";"value1";"value2";"value3";"value4";"science1";"science2";"science3";"error_int";"error_ext";"error_comm1";"error_comm2";"error_comm3";"error_comm4";"error_impro1";"error_impro2";"error_impro3";"gender";"gender_3_TEXT";"age";"english";"english_native";"race";"CON";"na";"mean_trust";"mean_value";"mean_science";"mean_errorcomm";"mean_errorimpro";"mean_attr"
"209";7;1;7;3;4;3;5;6;6;3;4;4;1;2;5;7;3;6;4;5;5;6;7;7;7;"1";"Deleted to protect anonymity";42;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;4,8;3;4,66666666666667;5;7;3
"210";7;2;7;5;5;5;6;6;4;4;3;3;2;5;5;7;6;2;5;6;6;6;7;7;7;"1";"Deleted to protect anonymity";41;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;5,2;3;5,66666666666667;5,75;7;-4
"211";7;1;7;4;1;1;1;1;1;1;1;1;1;3;4;7;7;7;4;4;3;4;5;4;5;"1";"Deleted to protect anonymity";47;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;1;1;4,66666666666667;3,75;4,66666666666667;0
"212";5;5;7;3;2;5;5;4;4;3;3;3;2;5;5;5;4;4;3;5;5;5;5;5;5;"1";"Deleted to protect anonymity";35;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;4;2,75;5;4,5;5;0
"213";7;1;7;7;7;6;6;6;7;4;5;4;4;7;7;7;6;6;3;6;6;6;7;7;7;"1";"Deleted to protect anonymity";23;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;6,4;4,25;7;5,25;7;0
"214";6;2;6;6;6;6;6;4;3;3;3;4;4;1;1;2;5;5;5;2;3;4;5;6;5;"1";"Deleted to protect anonymity";29;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;5;3,5;1,33333333333333;3,5;5,33333333333333;0
"215";4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;"2";"Deleted to protect anonymity";33;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;4;3;4;4;4;0
"216";7;1;7;6;7;6;6;6;6;5;5;3;1;6;5;2;5;5;5;6;6;7;7;7;7;"1";"Deleted to protect anonymity";29;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;6,2;3,5;4,33333333333333;6;7;0
"217";7;1;7;5;4;4;5;4;5;3;4;3;3;1;2;2;3;5;6;5;4;5;7;7;7;"1";"Deleted to protect anonymity";46;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;4,4;3,25;1,66666666666667;5;7;2
"218";7;1;7;5;5;5;5;6;5;4;4;4;4;2;4;6;4;5;6;7;7;7;7;7;7;"2";"Deleted to protect anonymity";72;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;5,2;4;4;6,75;7;1
"219";7;1;7;5;5;5;5;4;4;3;4;3;2;5;4;5;3;4;5;5;5;5;6;6;6;"1";"Deleted to protect anonymity";30;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;4,6;3;4,66666666666667;5;6;1
"220";6;2;7;4;5;5;4;5;4;3;3;3;2;3;3;3;5;3;4;5;4;5;6;5;6;"2";"Deleted to protect anonymity";49;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;4,6;2,75;3;4,5;5,66666666666667;-2
"221";7;1;7;6;3;5;3;2;2;3;3;2;2;2;3;6;6;6;6;6;6;6;6;6;6;"1";"Deleted to protect anonymity";65;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;3;2,5;3,66666666666667;6;6;0
"222";7;1;7;2;3;3;3;4;2;2;3;2;2;3;3;4;6;5;7;7;7;7;7;7;7;"1";"Deleted to protect anonymity";35;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;3;2,25;3,33333333333333;7;7;-1
"223";7;1;7;7;3;4;5;4;4;4;4;3;2;1;2;3;5;4;7;7;6;7;6;6;6;"2";"Deleted to protect anonymity";39;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;4;3,25;2;6,75;6;-1
"224";6;2;7;7;6;6;6;6;6;4;4;3;2;1;3;6;5;5;5;5;5;4;6;6;6;"1";"Deleted to protect anonymity";22;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;6;3,25;3,33333333333333;4,75;6;0
"225";2;3;3;2;2;2;1;2;2;2;3;2;2;2;2;5;6;3;4;3;2;3;4;3;4;"1";"Deleted to protect anonymity";32;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;1,8;2,25;3;3;3,66666666666667;-3
"226";7;1;7;7;7;6;7;7;7;4;4;5;3;7;7;7;1;7;7;7;7;7;7;7;7;"1";"Deleted to protect anonymity";32;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;6,8;4;7;7;7;6
"227";7;1;7;5;6;6;6;6;6;4;4;5;3;2;2;3;4;4;6;6;6;6;6;6;6;"2";"Deleted to protect anonymity";28;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;6;4;2,33333333333333;6;6;0
"228";6;2;7;5;5;5;5;6;7;4;3;3;2;5;5;5;4;4;2;3;3;2;5;5;5;"1";"Deleted to protect anonymity";28;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;5,6;3;5;2,5;5;0
"229";7;1;7;6;7;6;6;6;6;4;5;5;4;5;3;4;5;3;7;7;6;7;7;7;7;"1";"Deleted to protect anonymity";28;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;6,2;4,5;4;6,75;7;-2
"230";6;3;7;3;3;4;4;5;3;3;2;2;1;3;4;3;3;4;7;6;7;6;7;7;7;"1";"Deleted to protect anonymity";52;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;3,8;2;3,33333333333333;6,5;7;1
"231";7;3;7;5;6;5;5;5;6;4;4;5;3;5;5;1;5;5;4;6;6;6;7;7;7;"1";"Deleted to protect anonymity";24;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;5,4;4;3,66666666666667;5,5;7;0
"232";5;2;6;4;5;5;4;4;5;3;3;4;4;3;2;4;4;4;5;5;5;6;6;5;5;"1";"Deleted to protect anonymity";27;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;4,6;3,5;3;5,25;5,33333333333333;0
"233";7;1;7;2;6;5;5;6;6;4;4;4;2;6;6;5;3;3;2;5;5;5;3;5;5;"2";"Deleted to protect anonymity";26;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;5,6;3,5;5,66666666666667;4,25;4,33333333333333;0
"234";6;1;5;6;6;6;4;5;6;4;4;3;5;3;3;5;2;3;5;6;5;7;6;5;6;"1";"Deleted to protect anonymity";23;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;5,4;4;3,66666666666667;5,75;5,66666666666667;1
"235";6;2;4;7;6;7;6;6;7;5;5;4;4;1;4;3;4;3;6;5;5;7;7;6;7;"1";"Deleted to protect anonymity";43;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;6,4;4,5;2,66666666666667;5,75;6,66666666666667;-1
"236";7;1;5;6;6;6;6;5;3;4;4;2;2;3;6;5;3;5;6;6;6;5;6;7;7;"1";"Deleted to protect anonymity";60;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;5,2;3;4,66666666666667;5,75;6,66666666666667;2
"237";6;1;5;5;5;5;5;4;5;3;4;4;4;3;3;5;3;5;4;5;5;5;5;5;5;"1";"Deleted to protect anonymity";24;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;4,8;3,75;3,66666666666667;4,75;5;2
"238";5;4;5;5;5;4;5;4;3;4;3;4;4;4;5;5;5;4;3;4;4;5;5;4;5;"1";"Deleted to protect anonymity";27;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;4,2;3,75;4,66666666666667;4;4,66666666666667;-1
"239";5;6;5;6;3;6;5;4;3;3;4;3;4;3;6;5;5;6;5;4;5;6;5;4;5;"1";"Deleted to protect anonymity";30;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;4,2;3,5;4,66666666666667;5;4,66666666666667;1
"240";7;2;7;5;7;6;6;6;7;4;5;5;3;3;6;1;3;4;5;6;6;7;7;6;7;"2";"Deleted to protect anonymity";23;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;6,4;4,25;3,33333333333333;6;6,66666666666667;1
"241";7;1;7;6;7;6;7;7;7;5;5;5;3;1;1;4;4;4;5;5;5;5;5;5;5;"2";"Deleted to protect anonymity";23;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;6,8;4,5;2;5;5;0
"242";7;1;7;7;6;6;7;6;7;5;5;4;4;5;5;5;2;6;7;4;5;6;6;6;6;"2";"Deleted to protect anonymity";22;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;6,4;4,5;5;5,5;6;4
"243";7;1;7;7;6;6;6;6;5;4;5;5;3;3;3;4;5;5;6;6;6;6;6;6;6;"2";"Deleted to protect anonymity";33;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;5,8;4,25;3,33333333333333;6;6;0
"244";5;5;5;4;3;5;4;4;3;3;3;4;4;4;5;5;5;4;4;5;5;4;5;4;5;"2";"Deleted to protect anonymity";28;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;3,8;3,5;4,66666666666667;4,5;4,66666666666667;-1
"245";5;4;4;5;4;5;4;3;4;3;4;3;3;3;4;5;4;5;4;5;4;5;5;4;5;"2";"Deleted to protect anonymity";61;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;4;3,25;4;4,5;4,66666666666667;1
"246";7;1;7;6;7;7;5;7;7;5;3;3;4;4;5;3;5;4;5;4;4;2;4;5;4;"1";"Deleted to protect anonymity";32;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;6,6;3,75;4;3,75;4,33333333333333;-1
"247";4;6;7;3;7;7;7;7;7;5;5;4;5;2;4;4;1;2;1;3;2;6;7;7;7;"1";"Deleted to protect anonymity";43;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;7;4,75;3,33333333333333;3;7;1
"248";7;1;7;7;1;1;1;1;1;1;2;1;1;6;6;7;5;7;6;3;6;5;6;6;7;"1";"Deleted to protect anonymity";29;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;1;1,25;6,33333333333333;5;6,33333333333333;2
"249";6;4;6;5;5;4;4;3;3;2;3;2;3;4;4;3;5;6;6;2;2;5;6;6;6;"1";"Deleted to protect anonymity";51;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;3,8;2,5;3,66666666666667;3,75;6;1
"250";7;1;7;7;6;6;7;6;6;5;5;4;4;1;4;4;7;7;5;6;6;5;7;7;7;"2";"Deleted to protect anonymity";66;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;6,2;4,5;3;5,5;7;0
"251";7;1;3;5;6;5;5;6;6;4;4;3;3;3;4;3;4;4;3;6;5;4;4;5;5;"2";"Deleted to protect anonymity";30;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;5,6;3,5;3,33333333333333;4,5;4,66666666666667;0
"252";6;2;7;3;2;3;3;2;2;2;2;2;2;2;2;4;6;2;4;5;5;5;5;6;5;"1";"Deleted to protect anonymity";21;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;2,4;2;2,66666666666667;4,75;5,33333333333333;-4
"253";7;1;7;7;6;6;7;7;7;4;5;5;2;6;7;4;7;7;5;4;4;5;7;7;7;"1";"Deleted to protect anonymity";49;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;6,6;4;5,66666666666667;4,5;7;0
"254";7;2;7;7;4;3;4;3;4;4;3;4;3;1;2;5;3;5;4;6;3;4;5;4;5;"1";"Deleted to protect anonymity";33;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;3,6;3,5;2,66666666666667;4,25;4,66666666666667;2
"255";4;5;4;4;4;6;4;5;4;4;3;2;3;3;3;4;5;4;4;4;5;4;3;4;5;"1";"Deleted to protect anonymity";26;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;4,6;3;3,33333333333333;4,25;4;-1
"256";7;1;7;7;6;6;6;6;6;4;4;4;3;6;6;6;6;6;3;4;4;3;6;6;6;"2";"Deleted to protect anonymity";39;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;6;3,75;6;3,5;6;0
"257";7;1;7;7;7;7;7;4;7;3;5;3;3;4;4;4;6;4;7;7;7;7;7;7;7;"1";"Deleted to protect anonymity";25;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;6,4;3,5;4;7;7;-2
"258";7;1;7;4;1;1;1;1;1;1;1;1;1;4;6;7;5;5;7;2;2;2;7;7;7;"1";"Deleted to protect anonymity";43;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;1;1;5,66666666666667;3,25;7;0
"259";7;1;7;7;7;7;7;7;7;3;5;5;5;1;1;1;1;7;7;7;7;7;7;7;7;"2";"Deleted to protect anonymity";37;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;7;4,5;1;7;7;6
"260";5;4;7;4;4;4;4;5;4;3;3;3;2;3;2;5;4;3;5;3;3;3;4;4;4;"1";"Deleted to protect anonymity";31;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;4,2;2,75;3,33333333333333;3,5;4;-1
"261";7;4;7;4;4;4;4;4;4;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;"1";"Deleted to protect anonymity";26;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;4;2;4;4;4;0
"262";6;3;7;5;7;5;6;6;6;3;4;4;4;5;5;5;5;5;5;3;3;6;6;6;6;"1";"Deleted to protect anonymity";35;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;6;3,75;5;4,25;6;0
"263";6;2;6;6;6;6;6;5;5;4;4;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"Deleted to protect anonymity";NA;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;5,6;3,75;NA;NA;NA;NA
"264";7;1;7;7;6;6;5;5;5;4;4;3;4;3;2;2;4;4;4;6;4;6;6;6;7;"2";"Deleted to protect anonymity";39;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;5,4;3,75;2,33333333333333;5;6,33333333333333;0
"265";7;1;7;7;5;4;6;5;6;4;4;3;2;3;3;5;3;6;6;6;5;6;6;6;7;"1";"Deleted to protect anonymity";52;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;5,2;3,25;3,66666666666667;5,75;6,33333333333333;3
"266";7;2;6;5;6;4;6;6;6;3;4;4;3;5;6;2;6;5;6;5;6;6;5;4;5;"1";"Deleted to protect anonymity";29;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;5,6;3,5;4,33333333333333;5,75;4,66666666666667;-1
"267";7;4;7;7;7;5;5;6;6;4;5;4;3;1;1;6;4;4;5;5;6;6;6;6;6;"2";"Deleted to protect anonymity";37;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;5,8;4;2,66666666666667;5,5;6;0
"268";7;1;7;5;7;5;7;6;7;4;5;5;5;1;1;1;5;5;6;6;7;7;7;7;7;"1";"Deleted to protect anonymity";40;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;6,4;4,75;1;6,5;7;0
"269";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"Deleted to protect anonymity";NA;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;NA;NA;NA;NA;NA;NA
"270";7;1;7;7;7;6;7;5;3;4;4;5;5;1;2;1;2;2;7;7;7;7;7;7;7;"2";"Deleted to protect anonymity";21;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;5,6;4,5;1,33333333333333;7;7;0
"271";7;1;7;4;5;4;7;3;5;3;3;1;1;1;1;4;7;7;7;7;7;7;7;7;7;"2";"Deleted to protect anonymity";50;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;4,8;2;2;7;7;0
"272";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"Deleted to protect anonymity";NA;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;NA;NA;NA;NA;NA;NA
"273";7;1;7;3;3;5;5;4;3;3;4;2;2;2;2;6;2;6;6;6;3;5;6;6;6;"1";"Deleted to protect anonymity";28;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;4;2,75;3,33333333333333;5;6;4
"274";6;2;6;6;1;2;6;3;5;3;4;3;1;5;7;7;5;5;6;3;3;5;6;6;6;"2";"Deleted to protect anonymity";30;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;3,4;2,75;6,33333333333333;4,25;6;0
"275";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"Deleted to protect anonymity";NA;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;NA;NA;NA;NA;NA;NA
"276";7;6;6;7;2;7;6;2;3;4;4;4;4;2;6;7;6;6;7;6;7;7;6;NA;6;"1";"Deleted to protect anonymity";27;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"HIGH";FALSE;4;4;5;6,75;NA;0
"277";6;6;7;6;2;7;6;2;1;4;5;4;5;3;5;5;5;5;7;5;7;5;6;6;6;"1";"Deleted to protect anonymity";27;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;3,6;4,5;4,33333333333333;6;6;0
"278";7;2;7;5;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"Deleted to protect anonymity";NA;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"LOW";FALSE;3;NA;NA;NA;NA;NA
"279";7;1;7;7;7;7;7;6;7;4;5;4;2;1;2;5;4;4;5;2;2;5;6;6;6;"1";"Deleted to protect anonymity";30;"Deleted to protect anonymity";"Deleted to protect anonymity";"Deleted to protect anonymity";"MEDIUM";FALSE;6,8;3,75;2,66666666666667;3,5;6;0
